ENST_ID	hgnc_symbol
ENST00000421516	MYD88
ENST00000650905	MYD88
ENST00000699085	MYD88
ENST00000699086	MYD88
ENST00000481122	MYD88
ENST00000463956	MYD88
ENST00000492714	OXSR1
ENST00000446845	OXSR1
ENST00000311806	OXSR1
ENST00000426620	OXSR1
ENST00000483695	OXSR1
ENST00000467900	OXSR1
ENST00000311856	SLC22A13
ENST00000415844	SLC22A13
ENST00000649621	SLC22A13
ENST00000448498	SLC22A14
ENST00000496724	SLC22A14
ENST00000273173	SLC22A14
ENST00000427323	XYLB
ENST00000207870	XYLB
ENST00000650590	XYLB
ENST00000424034	XYLB
ENST00000649234	XYLB
ENST00000487569	XYLB
ENST00000472721	XYLB
ENST00000352511	ACVR2B
ENST00000465020	ACVR2B
ENST00000461232	ACVR2B
ENST00000412107	EXOG
ENST00000436414	EXOG
ENST00000443942	EXOG
ENST00000287675	EXOG
ENST00000431472	EXOG
ENST00000447573	EXOG
ENST00000489813	EXOG
ENST00000422077	EXOG
ENST00000454803	EXOG
ENST00000438992	EXOG
ENST00000457367	EXOG
ENST00000453767	EXOG
ENST00000450732	EXOG
ENST00000470291	EXOG
ENST00000474071	EXOG
ENST00000483749	EXOG
ENST00000414099	SCN5A
ENST00000327956	SCN5A
ENST00000333535	SCN5A
ENST00000413689	SCN5A
ENST00000423572	SCN5A
ENST00000713730	SCN5A
ENST00000455624	SCN5A
ENST00000450102	SCN5A
ENST00000713731	SCN5A
ENST00000655275	SCN10A
ENST00000449082	SCN10A
ENST00000643924	SCN10A
ENST00000302328	SCN11A
ENST00000668754	SCN11A
ENST00000675223	SCN11A
ENST00000675672	SCN11A
ENST00000676045	SCN11A
ENST00000444237	SCN11A
ENST00000423296	WDR48
ENST00000413099	WDR48
ENST00000302313	WDR48
ENST00000433841	WDR48
ENST00000420940	WDR48
ENST00000489838	WDR48
ENST00000463198	WDR48
ENST00000477197	WDR48
ENST00000466405	WDR48
ENST00000479927	GORASP1
ENST00000319283	GORASP1
ENST00000422110	GORASP1
ENST00000695445	GORASP1
ENST00000453680	GORASP1
ENST00000452389	GORASP1
ENST00000695442	GORASP1
ENST00000695424	GORASP1
ENST00000695412	GORASP1
ENST00000695414	GORASP1
ENST00000695597	GORASP1
ENST00000437458	GORASP1
ENST00000695425	GORASP1
ENST00000695426	GORASP1
ENST00000695428	GORASP1
ENST00000695595	GORASP1
ENST00000411813	GORASP1
ENST00000419156	GORASP1
ENST00000695430	GORASP1
ENST00000695591	GORASP1
ENST00000695431	GORASP1
ENST00000441081	GORASP1
ENST00000431601	GORASP1
ENST00000493751	GORASP1
ENST00000493938	GORASP1
ENST00000413243	GORASP1
ENST00000683103	TTC21A
ENST00000431162	TTC21A
ENST00000479954	TTC21A
ENST00000430597	TTC21A
ENST00000493337	TTC21A
ENST00000431559	TTC21A
ENST00000490036	TTC21A
ENST00000459702	TTC21A
ENST00000425163	TTC21A
ENST00000440121	TTC21A
ENST00000466875	TTC21A
ENST00000471025	TTC21A
ENST00000473587	TTC21A
ENST00000472866	TTC21A
ENST00000493856	TTC21A
ENST00000481734	TTC21A
ENST00000465962	TTC21A
ENST00000490245	TTC21A
ENST00000460460	TTC21A
ENST00000273153	CSRNP1
ENST00000514182	CSRNP1
ENST00000396251	XIRP1
ENST00000340369	XIRP1
ENST00000421646	XIRP1
ENST00000542107	CX3CR1
ENST00000541347	CX3CR1
ENST00000358309	CX3CR1
ENST00000399220	CX3CR1
ENST00000326306	CCR8
ENST00000414803	CCR8
ENST00000650617	SLC25A38
ENST00000648579	SLC25A38
ENST00000645280	SLC25A38
ENST00000643672	SLC25A38
ENST00000642442	SLC25A38
ENST00000477325	RPSA
ENST00000475346	RPSA
ENST00000487876	RPSA
ENST00000697728	RPSA
ENST00000301821	RPSA
ENST00000697753	RPSA
ENST00000697816	RPSA
ENST00000458478	RPSA
ENST00000443003	RPSA
ENST00000697729	RPSA
ENST00000697730	RPSA
ENST00000697731	RPSA
ENST00000697732	RPSA
ENST00000478027	RPSA
ENST00000495394	RPSA
ENST00000697733	RPSA
ENST00000697734	RPSA
ENST00000697735	RPSA
ENST00000697754	RPSA
ENST00000428261	MOBP
ENST00000420739	MOBP
ENST00000415443	MOBP
ENST00000447324	MOBP
ENST00000383754	MOBP
ENST00000441980	MOBP
ENST00000682069	MOBP
ENST00000684792	MOBP
ENST00000311042	MOBP
ENST00000452959	MOBP
ENST00000424090	MOBP
ENST00000442631	MOBP
ENST00000479860	MOBP
ENST00000302541	MYRIP
ENST00000396217	MYRIP
ENST00000425621	MYRIP
ENST00000458292	MYRIP
ENST00000458441	MYRIP
ENST00000475082	MYRIP
ENST00000459828	MYRIP
ENST00000482033	MYRIP
ENST00000539167	MYRIP
ENST00000232905	EIF1B
ENST00000462088	EIF1B
ENST00000488260	EIF1B
ENST00000487151	EIF1B
ENST00000301825	ENTPD3
ENST00000647765	ENTPD3
ENST00000445129	ENTPD3
ENST00000338970	RPL14
ENST00000465325	RPL14
ENST00000396203	RPL14
ENST00000416518	RPL14
ENST00000435633	RPL14
ENST00000479563	RPL14
ENST00000465280	RPL14
ENST00000481798	RPL14
ENST00000461368	RPL14
ENST00000314686	ZNF619
ENST00000429348	ZNF619
ENST00000447116	ZNF619
ENST00000432264	ZNF619
ENST00000649142	ZNF620
ENST00000462961	ZNF619
ENST00000456778	ZNF619
ENST00000520737	ZNF619
ENST00000494154	ZNF619
ENST00000522736	ZNF619
ENST00000521353	ZNF619
ENST00000314529	ZNF620
ENST00000418905	ZNF620
ENST00000433723	ZNF620
ENST00000403205	ZNF621
ENST00000310898	ZNF621
ENST00000431278	ZNF621
ENST00000339296	ZNF621
ENST00000490457	ZNF621
ENST00000462161	ZNF621
ENST00000492098	ZNF621
ENST00000643541	CTNNB1
ENST00000426215	CTNNB1
ENST00000645210	CTNNB1
ENST00000646381	CTNNB1
ENST00000405570	CTNNB1
ENST00000642248	CTNNB1
ENST00000433400	CTNNB1
ENST00000642992	CTNNB1
ENST00000431914	CTNNB1
ENST00000642836	CTNNB1
ENST00000396185	CTNNB1
ENST00000715148	CTNNB1
ENST00000642986	CTNNB1
ENST00000644678	CTNNB1
ENST00000396183	CTNNB1
ENST00000643031	CTNNB1
ENST00000645982	CTNNB1
ENST00000453024	CTNNB1
ENST00000647264	CTNNB1
ENST00000645900	CTNNB1
ENST00000715149	CTNNB1
ENST00000646174	CTNNB1
ENST00000645927	CTNNB1
ENST00000643992	CTNNB1
ENST00000647390	CTNNB1
ENST00000642886	CTNNB1
ENST00000643052	CTNNB1
ENST00000715150	CTNNB1
ENST00000715151	CTNNB1
ENST00000488914	CTNNB1
ENST00000644138	CTNNB1
ENST00000645276	CTNNB1
ENST00000646074	CTNNB1
ENST00000642426	CTNNB1
ENST00000715152	CTNNB1
ENST00000715153	CTNNB1
ENST00000349496	CTNNB1
ENST00000644906	CTNNB1
ENST00000715155	CTNNB1
ENST00000646116	CTNNB1
ENST00000644873	CTNNB1
ENST00000643865	CTNNB1
ENST00000644867	CTNNB1
ENST00000646725	CTNNB1
ENST00000645493	CTNNB1
ENST00000646369	CTNNB1
ENST00000643977	CTNNB1
ENST00000647413	CTNNB1
ENST00000644524	CTNNB1
ENST00000645305	CTNNB1
ENST00000643297	CTNNB1
ENST00000450969	CTNNB1
ENST00000642315	CTNNB1
ENST00000645320	CTNNB1
ENST00000441708	CTNNB1
ENST00000647021	CTNNB1
ENST00000645763	CTNNB1
ENST00000485265	CTNNB1
ENST00000644395	CTNNB1
ENST00000465552	CTNNB1
ENST00000482042	CTNNB1
ENST00000471014	CTNNB1
ENST00000644501	CTNNB1
ENST00000301831	ULK4
ENST00000420927	ULK4
ENST00000453224	ULK4
ENST00000414606	ULK4
ENST00000672026	TRAK1
ENST00000487159	TRAK1
ENST00000484786	TRAK1
ENST00000327628	TRAK1
ENST00000449246	TRAK1
ENST00000613405	TRAK1
ENST00000418790	TRAK1
ENST00000341421	TRAK1
ENST00000396175	TRAK1
ENST00000469506	TRAK1
ENST00000334681	CCK
ENST00000434608	CCK
ENST00000396169	CCK
ENST00000441172	LYZL4
ENST00000287748	LYZL4
ENST00000433647	VIPR1
ENST00000473495	VIPR1
ENST00000490161	VIPR1
ENST00000487545	VIPR1
ENST00000436487	VIPR1
ENST00000443646	VIPR1
ENST00000438259	VIPR1
ENST00000543411	VIPR1
ENST00000439910	VIPR1
ENST00000325123	VIPR1
ENST00000446673	VIPR1
ENST00000473575	VIPR1
ENST00000495189	VIPR1
ENST00000465338	VIPR1
ENST00000498102	VIPR1
ENST00000451653	SEC22C
ENST00000423701	SEC22C
ENST00000264454	SEC22C
ENST00000273156	SEC22C
ENST00000417572	SEC22C
ENST00000449617	SEC22C
ENST00000383750	SEC22C
ENST00000445388	SEC22C
ENST00000454141	SEC22C
ENST00000447630	SS18L2
ENST00000011691	SS18L2
ENST00000474941	SS18L2
ENST00000468735	NKTR
ENST00000460910	NKTR
ENST00000487466	NKTR
ENST00000429888	NKTR
ENST00000232978	NKTR
ENST00000459950	NKTR
ENST00000442970	NKTR
ENST00000478488	NKTR
ENST00000465584	NKTR
ENST00000466553	NKTR
ENST00000498730	NKTR
ENST00000472127	NKTR
ENST00000508351	NKTR
ENST00000460807	NKTR
ENST00000464315	NKTR
ENST00000472258	NKTR
ENST00000490189	NKTR
ENST00000232974	ZBTB47
ENST00000680014	ZBTB47
ENST00000505904	ZBTB47
ENST00000287777	KLHL40
ENST00000426666	HHATL
ENST00000310417	HHATL
ENST00000441594	HHATL
ENST00000310232	CCDC13
ENST00000648550	ENST00000648550
ENST00000431549	ENST00000431549
ENST00000321331	HIGD1A
ENST00000418900	HIGD1A
ENST00000430190	HIGD1A
ENST00000452906	HIGD1A
ENST00000565749	ACKR2
ENST00000463699	ACKR2
ENST00000422265	ACKR2
ENST00000451200	ENST00000451200
ENST00000460855	ACKR2
ENST00000498111	ACKR2
ENST00000442925	ACKR2
ENST00000480215	ACKR2
ENST00000426937	ENST00000426937
ENST00000437102	CYP8B1
ENST00000316161	CYP8B1
ENST00000440367	ZNF662
ENST00000328199	ZNF662
ENST00000475386	ZNF662
ENST00000422021	ZNF662
ENST00000430067	ZNF662
ENST00000418093	ENST00000418093
ENST00000383748	KRBOX1
ENST00000443313	ENST00000443313
ENST00000418176	KRBOX1
ENST00000463888	KRBOX1
ENST00000693686	GASK1A
ENST00000273146	GASK1A
ENST00000688935	GASK1A
ENST00000430121	GASK1A
ENST00000434206	GASK1A
ENST00000691621	GASK1A
ENST00000492161	GASK1A
ENST00000687218	GASK1A
ENST00000690717	GASK1A
ENST00000686436	GASK1A
ENST00000692251	GASK1A
ENST00000688831	GASK1A
ENST00000690675	GASK1A
ENST00000687440	POMGNT2
ENST00000441964	POMGNT2
ENST00000344697	POMGNT2
ENST00000692017	POMGNT2
ENST00000693717	POMGNT2
ENST00000689987	POMGNT2
ENST00000686643	POMGNT2
ENST00000454177	SNRK
ENST00000429705	SNRK
ENST00000296088	SNRK
ENST00000437827	SNRK
ENST00000462810	SNRK
ENST00000484791	SNRK
ENST00000481892	SNRK
ENST00000468628	SNRK
ENST00000292246	ANO10
ENST00000350459	ANO10
ENST00000396091	ANO10
ENST00000414522	ANO10
ENST00000451430	ANO10
ENST00000448045	ANO10
ENST00000643520	ABHD5
ENST00000458276	ABHD5
ENST00000486764	ABHD5
ENST00000649763	ABHD5
ENST00000643140	ABHD5
ENST00000643500	ABHD5
ENST00000644371	ABHD5
ENST00000013894	ABHD5
ENST00000646378	ABHD5
ENST00000643477	ABHD5
ENST00000646799	ABHD5
ENST00000454293	ABHD5
ENST00000642351	ABHD5
ENST00000413300	ABHD5
ENST00000463153	ABHD5
ENST00000309765	TOPAZ1
ENST00000383746	TCAIM
ENST00000417237	TCAIM
ENST00000494638	TCAIM
ENST00000396078	TCAIM
ENST00000462230	TCAIM
ENST00000412611	TCAIM
ENST00000444602	TCAIM
ENST00000342649	TCAIM
ENST00000431657	TCAIM
ENST00000462612	TCAIM
ENST00000417768	TCAIM
ENST00000469246	TCAIM
ENST00000396077	ZNF445
ENST00000425708	ZNF445
ENST00000436261	ZNF852
ENST00000715584	ZNF852
ENST00000710690	ZNF852
ENST00000650400	ZNF852
ENST00000426540	ZKSCAN7
ENST00000431636	ZKSCAN7
ENST00000341840	ZKSCAN7
ENST00000273320	ZKSCAN7
ENST00000418719	ZKSCAN7
ENST00000447279	ZKSCAN7
ENST00000496563	ZKSCAN7
ENST00000419137	ZKSCAN7
ENST00000468987	ZNF660
ENST00000322734	ZNF660
ENST00000383744	ZNF197
ENST00000344387	ZNF197
ENST00000383745	ZNF197
ENST00000334075	ZNF197
ENST00000396058	ZNF197
ENST00000396056	ZNF35
ENST00000399560	ZNF35
ENST00000296092	ZNF35
ENST00000453164	ZNF35
ENST00000449836	ZNF502
ENST00000296091	ZNF502
ENST00000436624	ZNF502
ENST00000396048	ZNF501
ENST00000486486	ZNF501
ENST00000620116	ZNF501
ENST00000484233	ZNF501
ENST00000296121	KIAA1143
ENST00000438321	KIF15
ENST00000326047	KIF15
ENST00000425755	KIF15
ENST00000493134	KIF15
ENST00000453693	KIF15
ENST00000422209	KIF15
ENST00000477126	TMEM42
ENST00000302392	TMEM42
ENST00000490928	TGM4
ENST00000705784	TGM4
ENST00000296125	TGM4
ENST00000471637	TGM4
ENST00000422219	TGM4
ENST00000495844	TGM4
ENST00000459830	TGM4
ENST00000339420	ZDHHC3
ENST00000424952	ZDHHC3
ENST00000705994	ZDHHC3
ENST00000443879	ZDHHC3
ENST00000296127	ZDHHC3
ENST00000342790	ZDHHC3
ENST00000419642	ZDHHC3
ENST00000461361	EXOSC7
ENST00000477865	EXOSC7
ENST00000482004	EXOSC7
ENST00000265564	EXOSC7
ENST00000467846	EXOSC7
ENST00000468667	EXOSC7
ENST00000491476	EXOSC7
ENST00000481405	EXOSC7
ENST00000498168	EXOSC7
ENST00000490386	CLEC3B
ENST00000486727	EXOSC7
ENST00000459856	EXOSC7
ENST00000296130	CLEC3B
ENST00000428034	CLEC3B
ENST00000296129	CDCP1
ENST00000425231	CDCP1
ENST00000503771	TMEM158
ENST00000650792	LARS2
ENST00000414984	LARS2
ENST00000265537	LARS2
ENST00000431023	LARS2
ENST00000651549	LARS2
ENST00000645846	LARS2
ENST00000652135	LARS2
ENST00000642274	LARS2
ENST00000467936	LARS2
ENST00000485461	LARS2
ENST00000474585	LARS2
ENST00000465039	LIMD1
ENST00000440097	LIMD1
ENST00000273317	LIMD1
ENST00000474665	LIMD1
ENST00000464524	SACM1L
ENST00000455997	SACM1L
ENST00000418611	SACM1L
ENST00000463237	SACM1L
ENST00000706802	SACM1L
ENST00000441228	SACM1L
ENST00000463347	SACM1L
ENST00000438671	SACM1L
ENST00000706803	SACM1L
ENST00000445499	SACM1L
ENST00000706804	SACM1L
ENST00000706805	SACM1L
ENST00000478586	SACM1L
ENST00000463659	SACM1L
ENST00000706806	SACM1L
ENST00000706807	SACM1L
ENST00000706808	SACM1L
ENST00000706809	SACM1L
ENST00000706810	SACM1L
ENST00000706811	SACM1L
ENST00000706812	SACM1L
ENST00000389061	SACM1L
ENST00000706813	SACM1L
ENST00000706814	SACM1L
ENST00000706815	SACM1L
ENST00000706816	SACM1L
ENST00000706817	SACM1L
ENST00000706818	SACM1L
ENST00000706819	SACM1L
ENST00000706820	SACM1L
ENST00000706821	SACM1L
ENST00000706822	SACM1L
ENST00000706823	SACM1L
ENST00000706824	SACM1L
ENST00000706825	SACM1L
ENST00000706826	SACM1L
ENST00000433336	SACM1L
ENST00000464102	SACM1L
ENST00000471207	SACM1L
ENST00000485311	SACM1L
ENST00000358525	SLC6A20
ENST00000353278	SLC6A20
ENST00000703343	SLC6A20
ENST00000296135	LZTFL1
ENST00000539217	LZTFL1
ENST00000684620	LZTFL1
ENST00000699187	LZTFL1
ENST00000490463	LZTFL1
ENST00000418700	LZTFL1
ENST00000440576	LZTFL1
ENST00000706789	CCR9
ENST00000395963	CCR9
ENST00000463197	CCR9
ENST00000357632	CCR9
ENST00000422395	CCR9
ENST00000296137	FYCO1
ENST00000433878	FYCO1
ENST00000438446	FYCO1
ENST00000438735	CXCR6
ENST00000304552	CXCR6
ENST00000458629	CXCR6
ENST00000683768	XCR1
ENST00000309285	XCR1
ENST00000395946	XCR1
ENST00000684109	CCR3
ENST00000682778	CCR3
ENST00000357422	CCR3
ENST00000296140	CCR1
ENST00000545097	CCR3
ENST00000395940	CCR3
ENST00000484025	CCR3
ENST00000475150	CCR3
ENST00000395942	CCR3
ENST00000465202	CCR2
ENST00000445132	CCR2
ENST00000400888	CCR2
ENST00000292303	CCR5
ENST00000495870	CCRL2
ENST00000399036	CCRL2
ENST00000357392	CCRL2
ENST00000400882	CCRL2
ENST00000441909	CCRL2
ENST00000231751	LTF
ENST00000426532	LTF
ENST00000417439	LTF
ENST00000684260	RTP3
ENST00000296142	RTP3
ENST00000395905	LRRC2
ENST00000296144	LRRC2
ENST00000682605	LRRC2
ENST00000542931	CRIPTO
ENST00000493282	CRIPTO
ENST00000471721	CRIPTO
ENST00000296145	CRIPTO
ENST00000459867	CRIPTO
ENST00000505797	ENST00000505797
ENST00000640551	FAM240A
ENST00000318962	ALS2CL
ENST00000434140	ALS2CL
ENST00000415953	ALS2CL
ENST00000423707	ALS2CL
ENST00000644830	TMIE
ENST00000643606	TMIE
ENST00000651652	TMIE
ENST00000460241	ENST00000460241
ENST00000315170	PRSS50
ENST00000713932	MYL3
ENST00000653454	MYL3
ENST00000654597	MYL3
ENST00000713933	MYL3
ENST00000431168	MYL3
ENST00000395869	MYL3
ENST00000292327	MYL3
ENST00000713934	MYL3
ENST00000662933	MYL3
ENST00000449590	PTH1R
ENST00000418619	PTH1R
ENST00000430002	PTH1R
ENST00000313049	PTH1R
ENST00000428220	PTH1R
ENST00000490109	PTH1R
ENST00000422115	PTH1R
ENST00000718454	CCDC12
ENST00000425441	CCDC12
ENST00000683445	CCDC12
ENST00000292314	CCDC12
ENST00000450053	NBEAL2
ENST00000651747	NBEAL2
ENST00000416683	NBEAL2
ENST00000652242	NBEAL2
ENST00000652744	NBEAL2
ENST00000475689	NBEAL2
ENST00000443829	NBEAL2
ENST00000651450	NBEAL2
ENST00000441027	NBEAL2
ENST00000486870	NBEAL2
ENST00000651453	NBEAL2
ENST00000651350	NBEAL2
ENST00000476095	NBEAL2
ENST00000461036	NBEAL2
ENST00000477412	NBEAL2
ENST00000469349	NBEAL2
ENST00000686876	SETD2
ENST00000638947	SETD2
ENST00000691544	SETD2
ENST00000431180	SETD2
ENST00000330022	SETD2
ENST00000409792	SETD2
ENST00000686773	SETD2
ENST00000690157	SETD2
ENST00000691902	SETD2
ENST00000688290	SETD2
ENST00000693321	SETD2
ENST00000685505	SETD2
ENST00000692883	SETD2
ENST00000690461	SETD2
ENST00000685005	SETD2
ENST00000445387	SETD2
ENST00000685399	SETD2
ENST00000684063	KIF9
ENST00000265529	KIF9
ENST00000444589	KIF9
ENST00000443784	KIF9
ENST00000425853	KIF9
ENST00000432493	KIF9
ENST00000425452	KIF9
ENST00000433449	KLHL18
ENST00000232766	KLHL18
ENST00000461084	KLHL18
ENST00000442272	KLHL18
ENST00000483201	KLHL18
ENST00000602307	PTPN23
ENST00000265562	PTPN23
ENST00000683323	PTPN23
ENST00000462998	PTPN23
ENST00000477276	PTPN23
ENST00000683566	PTPN23
ENST00000495653	PTPN23
ENST00000683708	PTPN23
ENST00000265565	SCAP
ENST00000320017	SCAP
ENST00000441517	SCAP
ENST00000648151	SCAP
ENST00000416208	SCAP
ENST00000296149	ELP6
ENST00000442215	ELP6
ENST00000446787	ELP6
ENST00000439305	ELP6
ENST00000445044	ELP6
ENST00000264723	CSPG5
ENST00000456150	CSPG5
ENST00000383738	CSPG5
ENST00000610462	CSPG5
ENST00000254480	SMARCC1
ENST00000454240	SMARCC1
ENST00000472718	DHX30
ENST00000476446	DHX30
ENST00000415400	DHX30
ENST00000492893	DHX30
ENST00000395745	DHX30
ENST00000441384	DHX30
ENST00000445061	DHX30
ENST00000348968	DHX30
ENST00000446256	DHX30
ENST00000619982	DHX30
ENST00000457607	DHX30
ENST00000471082	DHX30
ENST00000470959	DHX30
ENST00000461905	DHX30
ENST00000474183	DHX30
ENST00000429422	MAP4
ENST00000683076	MAP4
ENST00000395734	MAP4
ENST00000426837	MAP4
ENST00000360240	MAP4
ENST00000420772	MAP4
ENST00000335271	MAP4
ENST00000434267	MAP4
ENST00000439356	MAP4
ENST00000351231	CDC25A
ENST00000302506	CDC25A
ENST00000296435	CAMP
ENST00000652295	CAMP
ENST00000427617	ZNF589
ENST00000412564	ZNF589
ENST00000354698	ZNF589
ENST00000440261	ZNF589
ENST00000448461	ZNF589
ENST00000457782	ZNF589
ENST00000454212	ZNF589
ENST00000451657	NME6
ENST00000442597	NME6
ENST00000643011	NME6
ENST00000421967	NME6
ENST00000643457	NME6
ENST00000426689	NME6
ENST00000452211	NME6
ENST00000642710	NME6
ENST00000444069	NME6
ENST00000415644	NME6
ENST00000415053	NME6
ENST00000447314	NME6
ENST00000418431	NME6
ENST00000435684	NME6
ENST00000454531	NME6
ENST00000434006	SPINK8
ENST00000296438	FBXW12
ENST00000415155	FBXW12
ENST00000436231	FBXW12
ENST00000445170	FBXW12
ENST00000477542	FBXW12
ENST00000468158	FBXW12
ENST00000296440	PLXNB1
ENST00000358536	PLXNB1
ENST00000449094	PLXNB1
ENST00000447018	CCDC51
ENST00000412398	CCDC51
ENST00000395694	CCDC51
ENST00000442740	CCDC51
ENST00000479126	TMA7
ENST00000438607	TMA7
ENST00000477624	TMA7
ENST00000635082	ATRIP
ENST00000346691	ATRIP
ENST00000639561	ATRIP
ENST00000320211	ATRIP
ENST00000635464	ATRIP
ENST00000412052	ATRIP
ENST00000634384	ATRIP
ENST00000635084	ATRIP
ENST00000433541	TREX1
ENST00000444177	TREX1
ENST00000625293	TREX1
ENST00000492235	TREX1
ENST00000635452	TREX1
ENST00000456089	TREX1
ENST00000619810	SHISA5
ENST00000444115	SHISA5
ENST00000426002	SHISA5
ENST00000296444	SHISA5
ENST00000417962	SHISA5
ENST00000442747	SHISA5
ENST00000443308	SHISA5
ENST00000424965	SHISA5
ENST00000415268	SHISA5
ENST00000441507	SHISA5
ENST00000232375	PFKFB4
ENST00000383734	PFKFB4
ENST00000416568	PFKFB4
ENST00000417753	PFKFB4
ENST00000445633	PFKFB4
ENST00000273610	UCN2
ENST00000328333	COL7A1
ENST00000681320	COL7A1
ENST00000203407	UQCRC1
ENST00000714195	UQCRC1
ENST00000714196	UQCRC1
ENST00000714197	UQCRC1
ENST00000412343	UQCRC1
ENST00000415995	UQCRC1
ENST00000330862	TMEM89
ENST00000395550	SLC26A6
ENST00000420764	SLC26A6
ENST00000358747	SLC26A6
ENST00000307364	SLC26A6
ENST00000383733	SLC26A6
ENST00000337000	SLC26A6
ENST00000455886	SLC26A6
ENST00000444531	SLC26A6
ENST00000414944	SLC26A6
ENST00000431213	SLC26A6
ENST00000164024	CELSR3
ENST00000416649	NCKIPSD
ENST00000294129	NCKIPSD
ENST00000413374	NCKIPSD
ENST00000454134	NCKIPSD
ENST00000328631	IP6K2
ENST00000340879	IP6K2
ENST00000432678	IP6K2
ENST00000433104	IP6K2
ENST00000416707	IP6K2
ENST00000431721	IP6K2
ENST00000449610	IP6K2
ENST00000413298	IP6K2
ENST00000450045	IP6K2
ENST00000446860	IP6K2
ENST00000412795	IP6K2
ENST00000417896	IP6K2
ENST00000443964	IP6K2
ENST00000453202	IP6K2
ENST00000457914	PRKAR2A
ENST00000265563	PRKAR2A
ENST00000706570	PRKAR2A
ENST00000706571	PRKAR2A
ENST00000706572	PRKAR2A
ENST00000706573	PRKAR2A
ENST00000454963	PRKAR2A
ENST00000706574	PRKAR2A
ENST00000296446	PRKAR2A
ENST00000706575	PRKAR2A
ENST00000706576	PRKAR2A
ENST00000706577	PRKAR2A
ENST00000437821	PRKAR2A
ENST00000438535	PRKAR2A
ENST00000319017	SLC25A20
ENST00000430379	SLC25A20
ENST00000440964	SLC25A20
ENST00000478224	ARIH2
ENST00000498314	ARIH2
ENST00000474618	ARIH2
ENST00000492077	ARIH2
ENST00000463738	ARIH2
ENST00000490095	ARIH2
ENST00000449376	ARIH2
ENST00000495761	ARIH2
ENST00000356401	ARIH2
ENST00000482427	ARIH2
ENST00000483333	ARIH2
ENST00000488963	ARIH2
ENST00000486316	ARIH2
ENST00000474936	ARIH2
ENST00000466850	ARIH2
ENST00000470296	ARIH2
ENST00000484999	ARIH2
ENST00000463204	ARIH2
ENST00000452385	ARIH2
ENST00000495507	ARIH2
ENST00000472640	ARIH2
ENST00000459976	ARIH2
ENST00000465217	ARIH2
ENST00000482342	ARIH2
ENST00000469038	ARIH2
ENST00000487891	ARIH2
ENST00000343546	P4HTM
ENST00000472301	P4HTM
ENST00000484115	P4HTM
ENST00000383729	P4HTM
ENST00000609406	P4HTM
ENST00000475629	P4HTM
ENST00000468374	P4HTM
ENST00000486817	P4HTM
ENST00000485210	P4HTM
ENST00000491739	P4HTM
ENST00000472796	P4HTM
ENST00000395474	WDR6
ENST00000610967	WDR6
ENST00000488572	WDR6
ENST00000462064	WDR6
ENST00000489684	WDR6
ENST00000608424	WDR6
ENST00000473238	WDR6
ENST00000415265	WDR6
ENST00000452875	WDR6
ENST00000420783	WDR6
ENST00000471162	WDR6
ENST00000472878	WDR6
ENST00000448293	WDR6
ENST00000461687	WDR6
ENST00000498023	WDR6
ENST00000492780	WDR6
ENST00000438585	DALRD3
ENST00000441576	DALRD3
ENST00000341949	DALRD3
ENST00000440857	DALRD3
ENST00000313778	DALRD3
ENST00000326912	NDUFAF3
ENST00000395458	NDUFAF3
ENST00000451378	NDUFAF3
ENST00000496152	NDUFAF3
ENST00000480392	NDUFAF3
ENST00000326925	NDUFAF3
ENST00000326739	IMPDH2
ENST00000678724	IMPDH2
ENST00000679117	IMPDH2
ENST00000429182	IMPDH2
ENST00000442157	IMPDH2
ENST00000677010	IMPDH2
ENST00000677480	IMPDH2
ENST00000703936	ENST00000703936
ENST00000703937	ENST00000703937
ENST00000395443	QRICH1
ENST00000703871	QRICH1
ENST00000703938	QRICH1
ENST00000703939	QRICH1
ENST00000703940	QRICH1
ENST00000703872	QRICH1
ENST00000357496	QRICH1
ENST00000703941	QRICH1
ENST00000703942	QRICH1
ENST00000703873	QRICH1
ENST00000424300	QRICH1
ENST00000411682	QRICH1
ENST00000703943	QRICH1
ENST00000453392	QARS1
ENST00000637281	QARS1
ENST00000306125	QARS1
ENST00000487495	QARS1
ENST00000636669	QARS1
ENST00000430182	QARS1
ENST00000634473	QARS1
ENST00000414533	QARS1
ENST00000634336	QARS1
ENST00000464962	QARS1
ENST00000636018	QARS1
ENST00000466179	QARS1
ENST00000494767	QARS1
ENST00000634802	QARS1
ENST00000635052	QARS1
ENST00000418549	QARS1
ENST00000635494	QARS1
ENST00000398896	USP19
ENST00000417901	USP19
ENST00000693111	USP19
ENST00000691288	USP19
ENST00000453664	USP19
ENST00000692912	USP19
ENST00000398888	USP19
ENST00000698200	USP19
ENST00000689715	USP19
ENST00000306026	USP19
ENST00000434032	USP19
ENST00000305544	LAMB2
ENST00000418109	LAMB2
ENST00000321895	CCDC71
ENST00000332780	KLHDC8B
ENST00000459846	KLHDC8B
ENST00000476495	KLHDC8B
ENST00000471811	KLHDC8B
ENST00000462582	KLHDC8B
ENST00000545770	C3orf84
ENST00000296449	IHO1
ENST00000438782	IHO1
ENST00000452691	IHO1
ENST00000366429	IHO1
ENST00000493870	IHO1
ENST00000343010	C3orf62
ENST00000424960	C3orf62
ENST00000265560	USP4
ENST00000351842	USP4
ENST00000431357	USP4
ENST00000416417	USP4
ENST00000415188	USP4
